slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/readability,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/7f9ecbe35f1072756215d0dcc765696071c1e4aa,"Thu, 02 Apr 2020 09:58:53AM SAST",11,11,1
