slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/mario/more,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/92e7144f08b2ec9fba180b1a51a22597e0bab043,"Sat, 22 Feb 2020 07:01:34PM SAST",10,10,1
