slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/plurality,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/667173775071c1f2d56a966fac9380038278f982,"Thu, 16 Apr 2020 07:56:03PM SAST",14,14,1
