slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/hello,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/3d5f6a3623bcfa3c979745d4ad67fe4b752e22b6,"Sat, 22 Feb 2020 06:45:57PM SAST",4,4,1
