slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/cash,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/a44b1885ede6c0d6dd759ab94cee30c5bff78f2a,"Mon, 02 Mar 2020 10:46:16AM SAST",11,11,1
