slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/caesar,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/2663e6b24023af8e12d5755607f17d0baea95409,"Fri, 10 Apr 2020 07:22:39PM SAST",11,11,1
