slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/mario/less,60661236,Mandisa89,,https://github.com/me50/Mandisa89/tree/27fcee67617df1cb069a0c2c5e012dabc04ec4ec,"Sat, 22 Feb 2020 07:11:25PM SAST",10,10,1
